Event Time,Segment,City,State,Region,Category,Product,Sales,Quantity,Discount,Profit
2025/11/6,Consumer,New York City,New York,East,Technology,Phones,14.85,3,0,4.0095
2025/11/6,Consumer,Marysville,Washington,West,Office Supplies,Art,8.82,3,0,2.3814
2025/11/6,Consumer,Long Beach,California,West,Office Supplies,Paper,160.72,14,0,78.7528
2025/11/6,Consumer,Long Beach,California,West,Office Supplies,Paper,19.92,4,0,9.7608
2025/11/11,Consumer,Long Beach,California,West,Office Supplies,Supplies,7.3,2,0,2.19
2023/6/26,Consumer,Chicago,Illinois,Central,Office Supplies,Storage,69.712,2,0.2,8.714
2023/6/26,Consumer,Chicago,Illinois,Central,Furniture,Furnishings,8.792,1,0.6,-5.7148
2023/6/26,Consumer,Los Angeles,California,West,Office Supplies,Supplies,51.52,4,0,1.5456
2023/6/26,Consumer,Denver,Colorado,West,Technology,Phones,470.376,3,0.2,52.9173
2023/6/26,Consumer,Denver,Colorado,West,Technology,Phones,105.584,2,0.2,9.2386
2023/6/26,Consumer,Denver,Colorado,West,Office Supplies,Appliances,31.152,3,0.2,3.5046
2023/6/26,Consumer,Denver,Colorado,West,Office Supplies,Binders,6.783,7,0.7,-4.7481
2024/10/24,Consumer,Denver,Colorado,West,Technology,Phones,406.368,4,0.2,30.4776
2024/10/24,Consumer,Richmond,Kentucky,South,Furniture,Chairs,70.98,1,0,4.9686
2024/9/5,Consumer,Richmond,Kentucky,South,Office Supplies,Labels,294.93,3,0,144.5157
2025/4/11,Consumer,Salem,Oregon,West,Technology,Phones,84.784,2,0.2,-20.1362
2024/9/21,Consumer,Salem,Oregon,West,Office Supplies,Paper,20.736,4,0.2,7.2576
2024/9/21,Consumer,Salem,Oregon,West,Office Supplies,Binders,16.821,3,0.7,-12.8961
2024/9/21,Consumer,Salem,Oregon,West,Office Supplies,Paper,10.368,2,0.2,3.6288
2024/9/21,Consumer,Laredo,Texas,Central,Office Supplies,Art,9.344,2,0.2,1.168
2024/9/21,Consumer,Laredo,Texas,Central,Technology,Accessories,31.2,3,0.2,9.75
2024/9/21,Consumer,San Diego,California,West,Office Supplies,Appliances,76.12,2,0,22.0748
2025/6/21,Consumer,San Diego,California,West,Technology,Copiers,1199.976,3,0.2,434.9913
2025/6/21,Consumer,San Diego,California,West,Technology,Phones,445.96,5,0.2,55.745
2025/6/21,Consumer,San Diego,California,West,Furniture,Furnishings,327.76,8,0,91.7728
2025/6/21,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,11.632,2,0.2,1.0178
2025/11/28,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,143.982,3,0.4,-28.7964
2025/11/28,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,494.376,4,0.4,-115.3544
2025/6/25,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Supplies,5.84,2,0.2,0.73
2025/6/25,Consumer,Tampa,Florida,South,Office Supplies,Storage,142.776,1,0.2,17.847
2024/1/17,Consumer,Tampa,Florida,South,Furniture,Furnishings,45.696,3,0.2,5.1408
2024/1/17,Consumer,Tampa,Florida,South,Office Supplies,Binders,7.218,3,0.7,-5.5338
2025/5/28,Consumer,Tampa,Florida,South,Office Supplies,Binders,43.188,4,0.7,-31.6712
2025/5/28,Consumer,Tampa,Florida,South,Office Supplies,Paper,131.904,3,0.2,47.8152
2025/6/23,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.282,2,0.7,-2.6256
2025/6/23,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Art,21.168,9,0.2,2.3814
2025/6/23,Consumer,Philadelphia,Pennsylvania,East,Technology,Phones,55.188,2,0.4,-10.1178
2025/6/23,Corporate,Dallas,Texas,Central,Technology,Phones,369.576,3,0.2,41.5773
2022/9/8,Corporate,Dallas,Texas,Central,Office Supplies,Labels,15.712,4,0.2,5.6956
2022/9/8,Corporate,Philadelphia,Pennsylvania,East,Office Supplies,Paper,8.448,2,0.2,2.64
2022/9/8,Corporate,Philadelphia,Pennsylvania,East,Technology,Phones,728.946,9,0.4,-157.9383
2022/9/8,Consumer,Grove City,Ohio,East,Technology,Phones,119.94,10,0.4,15.992
2024/6/24,Consumer,Grove City,Ohio,East,Office Supplies,Binders,3.648,2,0.7,-2.7968
2023/11/15,Corporate,New York City,New York,East,Furniture,Furnishings,40.48,2,0,15.7872
2022/9/24,Corporate,New York City,New York,East,Furniture,Furnishings,9.94,2,0,3.0814
2022/9/24,Corporate,New York City,New York,East,Office Supplies,Binders,107.424,9,0.2,33.57
2022/9/24,Corporate,New York City,New York,East,Technology,Phones,37.91,1,0,10.9939
2022/9/24,Corporate,New York City,New York,East,Furniture,Furnishings,88.02,3,0,27.2862
2024/8/3,Consumer,Chicago,Illinois,Central,Office Supplies,Binders,8.69,5,0.8,-14.773
2024/8/3,Corporate,Dearborn,Michigan,Central,Furniture,Chairs,301.96,2,0,87.5684
2024/8/3,Corporate,Dearborn,Michigan,Central,Office Supplies,Appliances,555.21,5,0.1,178.901
2024/9/12,Corporate,Dearborn,Michigan,Central,Office Supplies,Storage,523.48,4,0,130.87
2024/9/12,Corporate,Dearborn,Michigan,Central,Office Supplies,Art,161.82,9,0,46.9278
2024/9/12,Home Office,New York City,New York,East,Furniture,Furnishings,35.56,7,0,12.0904
2024/9/12,Consumer,Seattle,Washington,West,Office Supplies,Appliances,97.16,2,0,28.1764
2024/9/12,Consumer,San Francisco,California,West,Office Supplies,Binders,15.24,5,0.2,5.1435
2023/3/23,Consumer,San Francisco,California,West,Office Supplies,Paper,13.23,3,0,6.0858
2023/3/23,Consumer,Aurora,Colorado,West,Office Supplies,Storage,243.384,3,0.2,-51.7191
2023/3/23,Consumer,Aurora,Colorado,West,Technology,Accessories,119.8,5,0.2,29.95
2023/2/8,Consumer,Aurora,Colorado,West,Technology,Phones,300.768,4,0.2,30.0768
2022/10/7,Consumer,Miami,Florida,South,Technology,Accessories,17.88,3,0.2,2.4585
2024/9/25,Consumer,Miami,Florida,South,Office Supplies,Labels,235.944,3,0.2,85.5297
2024/9/25,Corporate,Warner Robins,Georgia,South,Furniture,Chairs,392.94,3,0,43.2234
2024/6/15,Consumer,Aurora,Colorado,West,Office Supplies,Binders,18.882,3,0.7,-13.8468
2024/11/15,Consumer,Aurora,Colorado,West,Office Supplies,Appliances,122.328,3,0.2,12.2328
2023/9/20,Home Office,Vallejo,California,West,Furniture,Furnishings,1049.2,5,0,272.792
2023/9/20,Home Office,Vallejo,California,West,Office Supplies,Binders,15.424,4,0.2,5.0128
2023/9/20,Corporate,Minneapolis,Minnesota,Central,Furniture,Furnishings,18.84,3,0,6.0288
2025/6/13,Consumer,Mission Viejo,California,West,Office Supplies,Storage,330.4,2,0,85.904
2025/6/13,Consumer,Mission Viejo,California,West,Office Supplies,Labels,26.25,7,0,12.6
2023/12/3,Consumer,Rochester Hills,Michigan,Central,Technology,Accessories,132.52,4,0,54.3332
2023/12/3,Home Office,Plainfield,New Jersey,East,Office Supplies,Paper,6.48,1,0,3.1752
2025/3/26,Home Office,Columbus,Indiana,Central,Office Supplies,Appliances,209.3,2,0,56.511
2025/3/26,Corporate,Sierra Vista,Arizona,West,Office Supplies,Fasteners,31.56,5,0.2,9.8625
2025/3/26,Corporate,Sierra Vista,Arizona,West,Office Supplies,Appliances,30.144,2,0.2,3.0144
2025/10/13,Corporate,Vancouver,Washington,West,Furniture,Furnishings,14.8,4,0,6.068
2025/10/13,Corporate,Vancouver,Washington,West,Technology,Phones,302.376,3,0.2,22.6782
2024/5/30,Corporate,Vancouver,Washington,West,Technology,Accessories,316,4,0,31.6
2024/5/30,Home Office,New York City,New York,East,Office Supplies,Paper,379.4,10,0,178.318
2024/5/30,Corporate,New York City,New York,East,Office Supplies,Paper,97.82,2,0,45.9754
2024/5/30,Corporate,New York City,New York,East,Technology,Accessories,103.12,8,0,10.312
2022/6/3,Consumer,Columbus,Ohio,East,Office Supplies,Appliances,113.552,2,0.2,8.5164
2024/8/23,Consumer,Columbus,Ohio,East,Office Supplies,Binders,3.318,2,0.7,-2.6544
2024/8/23,Consumer,Columbus,Ohio,East,Office Supplies,Envelopes,134.288,2,0.2,45.3222
2023/11/26,Home Office,Aurora,Illinois,Central,Furniture,Chairs,701.372,2,0.3,-50.098
2023/11/26,Home Office,Aurora,Illinois,Central,Office Supplies,Binders,2.308,2,0.8,-3.462
2023/11/26,Consumer,Arlington,Texas,Central,Office Supplies,Storage,999.432,7,0.2,124.929
2023/11/26,Consumer,Arlington,Texas,Central,Office Supplies,Storage,724.08,14,0.2,-135.765
2023/11/26,Consumer,Arlington,Texas,Central,Furniture,Tables,918.785,5,0.3,-118.1295
2023/11/26,Consumer,Arlington,Texas,Central,Office Supplies,Binders,2.724,3,0.8,-4.2222
2023/11/26,Corporate,New York City,New York,East,Office Supplies,Storage,459.95,5,0,18.398
2023/11/26,Consumer,Louisville,Kentucky,South,Office Supplies,Fasteners,10.74,3,0,5.2626
2023/11/26,Corporate,Dallas,Texas,Central,Office Supplies,Supplies,23.76,3,0.2,2.079
2025/6/20,Corporate,Dallas,Texas,Central,Office Supplies,Paper,85.056,3,0.2,28.7064
2025/6/20,Corporate,Dallas,Texas,Central,Technology,Phones,381.576,3,0.2,28.6182
2023/10/31,Consumer,Cleveland,Ohio,East,Furniture,Furnishings,30.36,5,0.2,8.7285
2025/9/18,Home Office,Chicago,Illinois,Central,Furniture,Furnishings,23.976,3,0.6,-14.3856
2025/9/18,Home Office,Chicago,Illinois,Central,Furniture,Tables,108.925,1,0.5,-71.8905
2024/7/8,Home Office,Chicago,Illinois,Central,Office Supplies,Paper,36.352,8,0.2,11.36
2024/7/8,Consumer,Quincy,Illinois,Central,Office Supplies,Art,19.56,5,0.2,1.7115
2022/11/7,Consumer,Columbus,Indiana,Central,Office Supplies,Appliances,61.44,3,0,16.5888
2022/11/7,Consumer,Columbus,Indiana,Central,Office Supplies,Paper,38.9,5,0,17.505
2022/3/28,Consumer,Columbus,Indiana,Central,Technology,Accessories,99.39,3,0,40.7499
2024/10/2,Consumer,Tyler,Texas,Central,Office Supplies,Appliances,2.688,3,0.8,-7.392
2024/10/2,Consumer,Tyler,Texas,Central,Technology,Accessories,27.816,3,0.2,4.5201
2024/10/2,Consumer,Tyler,Texas,Central,Furniture,Furnishings,82.524,3,0.6,-41.262
2025/11/10,Consumer,Tyler,Texas,Central,Office Supplies,Binders,182.994,3,0.8,-320.2395
2025/11/10,Consumer,New York City,New York,East,Office Supplies,Binders,14.352,3,0.2,4.6644
2023/9/14,Consumer,New York City,New York,East,Office Supplies,Storage,64.96,2,0,2.5984
2023/9/14,Consumer,New York City,New York,East,Office Supplies,Storage,68.6,4,0,18.522
2022/1/22,Corporate,Burlington,North Carolina,South,Technology,Machines,7999.98,4,0.5,-3839.9904
2022/1/22,Corporate,Burlington,North Carolina,South,Office Supplies,Appliances,167.44,2,0.2,14.651
2023/12/11,Consumer,Jackson,Mississippi,South,Technology,Accessories,479.97,3,0,163.1898
2025/12/24,Consumer,Jackson,Mississippi,South,Office Supplies,Labels,14.62,2,0,6.8714
2025/12/24,Consumer,Jackson,Mississippi,South,Office Supplies,Paper,19.44,3,0,9.3312
2022/7/2,Consumer,New York City,New York,East,Furniture,Bookcases,191.984,2,0.2,4.7996
2024/10/11,Consumer,Waynesboro,Virginia,South,Furniture,Furnishings,104.01,1,0,14.5614
2024/10/11,Consumer,Waynesboro,Virginia,South,Technology,Phones,284.82,1,0,74.0532
2024/10/11,Consumer,Waynesboro,Virginia,South,Office Supplies,Storage,36.84,3,0,10.3152
2024/11/27,Consumer,Los Angeles,California,West,Technology,Accessories,166.24,1,0,24.936
2025/9/21,Consumer,Los Angeles,California,West,Office Supplies,Paper,33.4,5,0,16.032
2025/9/21,Home Office,Chester,Pennsylvania,East,Office Supplies,Art,198.272,8,0.2,17.3488
2024/8/26,Home Office,Chester,Pennsylvania,East,Office Supplies,Labels,47.36,4,0.2,17.76
2023/6/23,Home Office,Chester,Pennsylvania,East,Office Supplies,Envelopes,200.984,7,0.2,62.8075
2023/6/23,Home Office,Chester,Pennsylvania,East,Office Supplies,Labels,97.696,4,0.2,31.7512
2023/6/23,Home Office,Chester,Pennsylvania,East,Office Supplies,Art,2.696,1,0.2,0.8088
2023/6/23,Home Office,Chester,Pennsylvania,East,Office Supplies,Binders,18.588,2,0.7,-13.6312
2023/6/23,Home Office,Chester,Pennsylvania,East,Office Supplies,Binders,4.896,3,0.7,-3.4272
2025/5/19,Corporate,Cleveland,Ohio,East,Furniture,Furnishings,15.072,3,0.2,4.1448
2023/9/12,Corporate,Seattle,Washington,West,Furniture,Furnishings,209.88,3,0,35.6796
2025/5/14,Consumer,Long Beach,California,West,Furniture,Tables,369.912,3,0.2,-13.8717
2025/7/1,Corporate,Cary,North Carolina,South,Office Supplies,Paper,10.368,2,0.2,3.6288
2022/11/11,Corporate,Cary,North Carolina,South,Office Supplies,Appliances,166.84,5,0.2,18.7695
2024/2/1,Corporate,Cary,North Carolina,South,Technology,Accessories,15.216,1,0.2,2.2824
2025/12/15,Consumer,New York City,New York,East,Technology,Accessories,119.96,4,0,52.7824
2025/6/10,Consumer,New York City,New York,East,Furniture,Bookcases,883.92,5,0.2,-110.49
2025/6/10,Consumer,New York City,New York,East,Office Supplies,Binders,46.72,8,0.2,15.768
2025/6/10,Home Office,New York City,New York,East,Office Supplies,Paper,55.48,1,0,26.6304
2025/6/10,Consumer,Palm Coast,Florida,South,Office Supplies,Envelopes,24.448,4,0.2,8.8624
2025/6/10,Corporate,Mount Vernon,New York,East,Office Supplies,Appliances,281.34,6,0,109.7226
2024/8/19,Corporate,Mount Vernon,New York,East,Technology,Phones,307.98,2,0,89.3142
2023/3/5,Corporate,Mount Vernon,New York,East,Technology,Accessories,299.97,3,0,113.9886
2023/3/5,Corporate,Seattle,Washington,West,Office Supplies,Binders,19.92,5,0.2,6.972
2023/3/5,Consumer,Dover,Delaware,East,Furniture,Furnishings,9.94,2,0,3.0814
2025/2/19,Consumer,Newark,Ohio,East,Furniture,Furnishings,103.056,3,0.2,24.4758
2025/2/19,Home Office,Orem,Utah,West,Office Supplies,Binders,59.808,3,0.2,19.4376
2025/2/19,Home Office,Orem,Utah,West,Furniture,Furnishings,73.32,6,0,21.996
2024/8/23,Home Office,Los Angeles,California,West,Office Supplies,Paper,146.82,3,0,73.41
2022/6/10,Corporate,Detroit,Michigan,Central,Furniture,Tables,1652.94,3,0,231.4116
2024/6/14,Corporate,Detroit,Michigan,Central,Office Supplies,Storage,296.37,3,0,80.0199
2024/9/17,Home Office,Philadelphia,Pennsylvania,East,Furniture,Furnishings,129.92,5,0.2,21.112
2024/9/17,Corporate,Hialeah,Florida,South,Office Supplies,Supplies,45.584,7,0.2,5.1282
2023/9/11,Consumer,Austin,Texas,Central,Office Supplies,Envelopes,17.568,2,0.2,6.3684
2022/7/6,Consumer,Austin,Texas,Central,Technology,Phones,55.992,1,0.2,5.5992
2023/9/27,Consumer,Oceanside,New York,East,Office Supplies,Paper,182.72,8,0,84.0512
2025/11/23,Consumer,Oceanside,New York,East,Furniture,Tables,400.032,2,0.4,-153.3456
2022/8/9,Consumer,Oceanside,New York,East,Office Supplies,Storage,33.63,3,0,10.089
2025/1/21,Consumer,Oceanside,New York,East,Furniture,Chairs,542.646,3,0.1,102.4998
2025/1/21,Consumer,Oceanside,New York,East,Office Supplies,Labels,6.3,2,0,3.024
2025/1/21,Home Office,Seattle,Washington,West,Office Supplies,Storage,242.94,3,0,9.7176
2024/8/16,Home Office,Seattle,Washington,West,Technology,Accessories,179.97,3,0,86.3856
2023/4/4,Home Office,Seattle,Washington,West,Office Supplies,Binders,99.696,6,0.2,33.6474
2023/4/4,Home Office,Seattle,Washington,West,Office Supplies,Binders,27.936,4,0.2,9.4284
2024/11/20,Home Office,Seattle,Washington,West,Furniture,Bookcases,84.98,1,0,18.6956
2024/9/10,Home Office,Seattle,Washington,West,Office Supplies,Binders,18.72,5,0.2,6.552
2023/1/29,Consumer,San Francisco,California,West,Technology,Accessories,49.98,2,0,8.4966
2025/2/5,Home Office,Naperville,Illinois,Central,Office Supplies,Labels,11.784,3,0.2,4.2717
2025/6/15,Home Office,Naperville,Illinois,Central,Office Supplies,Storage,272.736,3,0.2,-64.7748
2025/6/15,Home Office,Naperville,Illinois,Central,Office Supplies,Binders,3.54,2,0.8,-5.487
2025/6/15,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,51.52,5,0.2,-10.948
2025/6/15,Consumer,Dallas,Texas,Central,Office Supplies,Paper,3.528,1,0.2,1.1466
2025/6/15,Consumer,Dallas,Texas,Central,Office Supplies,Paper,4.624,1,0.2,1.6762
2025/6/15,Consumer,Dallas,Texas,Central,Office Supplies,Supplies,55.168,4,0.2,6.2064
2025/6/15,Corporate,San Diego,California,West,Furniture,Tables,567.12,10,0.2,-28.356
2025/8/5,Corporate,San Diego,California,West,Office Supplies,Storage,359.32,4,0,7.1864
2025/6/18,Consumer,Evanston,Illinois,Central,Technology,Phones,11.992,1,0.2,0.8994
2024/2/18,Consumer,Trenton,Michigan,Central,Office Supplies,Binders,58.05,3,0,26.703
2024/2/18,Consumer,Trenton,Michigan,Central,Furniture,Furnishings,157.74,11,0,56.7864
2024/2/18,Consumer,Trenton,Michigan,Central,Office Supplies,Art,56.98,7,0,22.792
2024/2/18,Consumer,Trenton,Michigan,Central,Office Supplies,Binders,2.88,1,0,1.4112
2025/12/26,Corporate,San Francisco,California,West,Technology,Copiers,1199.976,3,0.2,374.9925
2025/12/26,Consumer,Los Angeles,California,West,Furniture,Furnishings,79.92,4,0,28.7712
2025/12/26,Corporate,Jacksonville,Florida,South,Furniture,Tables,383.438,4,0.45,-167.3184
2025/12/26,Consumer,Cottage Grove,Minnesota,Central,Office Supplies,Storage,24.56,2,0,6.8768
2024/5/22,Consumer,Cottage Grove,Minnesota,Central,Technology,Accessories,119.8,4,0,47.92
2024/5/22,Corporate,New York City,New York,East,Office Supplies,Binders,13.128,3,0.2,4.2666
2022/2/13,Corporate,Green Bay,Wisconsin,Central,Office Supplies,Paper,22.72,4,0,10.224
2022/2/13,Consumer,Los Angeles,California,West,Office Supplies,Paper,58.32,9,0,27.9936
2022/2/13,Corporate,Atlanta,Georgia,South,Office Supplies,Labels,12.39,3,0,5.6994
2022/2/13,Consumer,Columbus,Ohio,East,Technology,Phones,107.982,3,0.4,-26.9955
2025/5/11,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,11.36,2,0,5.3392
2025/5/11,Corporate,Bossier City,Louisiana,South,Office Supplies,Envelopes,50.94,3,0,25.47
2025/9/18,Corporate,Bossier City,Louisiana,South,Technology,Accessories,646.74,6,0,258.696
2025/12/29,Corporate,Bossier City,Louisiana,South,Office Supplies,Binders,5.64,3,0,2.7072
2025/12/29,Corporate,Bossier City,Louisiana,South,Office Supplies,Storage,572.58,6,0,34.3548
2025/12/29,Corporate,Saint Petersburg,Florida,South,Furniture,Furnishings,310.88,2,0.2,23.316
2025/8/16,Consumer,Arlington,Virginia,South,Furniture,Chairs,641.96,2,0,179.7488
2025/8/3,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,18.28,2,0,9.14
2022/11/17,Corporate,Des Moines,Iowa,Central,Technology,Phones,207,3,0,51.75
2025/10/30,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,32.35,5,0,16.175
2025/10/30,Corporate,Des Moines,Iowa,Central,Office Supplies,Binders,7.71,1,0,3.4695
2023/12/12,Corporate,Des Moines,Iowa,Central,Office Supplies,Art,40.3,2,0,10.881
2023/12/12,Corporate,Des Moines,Iowa,Central,Furniture,Furnishings,34.58,7,0,14.5236
2023/12/12,Consumer,Cincinnati,Ohio,East,Office Supplies,Art,32.76,7,0.2,3.6855
2023/12/12,Home Office,San Francisco,California,West,Furniture,Chairs,544.008,3,0.2,40.8006
2023/12/12,Home Office,San Francisco,California,West,Office Supplies,Paper,59.94,3,0,28.1718
2023/12/12,Home Office,San Francisco,California,West,Office Supplies,Paper,23.92,4,0,11.7208
2023/12/12,Home Office,San Francisco,California,West,Office Supplies,Paper,4.28,1,0,1.926
2022/3/8,Consumer,Columbus,Ohio,East,Office Supplies,Binders,32.07,5,0.7,-22.449
2022/3/8,Consumer,Columbus,Ohio,East,Technology,Accessories,24,2,0.2,-2.7
2023/7/6,Consumer,Columbus,Ohio,East,Furniture,Bookcases,35.49,1,0.5,-15.6156
2025/3/10,Consumer,Columbus,Ohio,East,Technology,Accessories,47.984,2,0.2,0.5998
2023/10/2,Corporate,Columbia,South Carolina,South,Office Supplies,Envelopes,186.69,3,0,87.7443
2023/10/2,Consumer,Lancaster,California,West,Office Supplies,Binders,17.456,2,0.2,5.8914
2025/2/14,Consumer,Lancaster,California,West,Furniture,Chairs,348.928,2,0.2,34.8928
2025/12/21,Consumer,Richmond,Virginia,South,Office Supplies,Binders,143.96,4,0,69.1008
2025/11/23,Consumer,Richmond,Virginia,South,Office Supplies,Storage,15.42,1,0,4.1634
2025/12/7,Consumer,Richmond,Virginia,South,Office Supplies,Binders,43.04,8,0,21.0896
2022/12/14,Consumer,Richmond,Virginia,South,Furniture,Chairs,332.94,3,0,79.9056
2022/12/14,Consumer,Asheville,North Carolina,South,Technology,Phones,1363.96,5,0.2,85.2475
2022/12/14,Consumer,San Francisco,California,West,Office Supplies,Labels,9.96,2,0,4.5816
2023/10/1,Consumer,San Francisco,California,West,Office Supplies,Paper,21.72,4,0,10.6428
2023/10/1,Consumer,Rochester,Minnesota,Central,Office Supplies,Binders,20.16,7,0,9.8784
2024/5/15,Corporate,Rochester,New York,East,Office Supplies,Paper,132.79,7,0,63.7392
2025/6/30,Corporate,Rochester,New York,East,Office Supplies,Paper,12.96,2,0,6.2208
2025/6/30,Corporate,Rochester,New York,East,Office Supplies,Labels,21.56,7,0,10.3488
2022/8/3,Consumer,Lake Elsinore,California,West,Furniture,Chairs,283.92,5,0.2,17.745
2023/8/31,Corporate,San Diego,California,West,Furniture,Furnishings,22.23,1,0,7.3359
2023/8/31,Corporate,San Diego,California,West,Technology,Phones,215.968,2,0.2,18.8972
2024/2/5,Corporate,New York City,New York,East,Office Supplies,Appliances,355.32,9,0,99.4896
2024/9/24,Corporate,Monroe,Louisiana,South,Office Supplies,Paper,12.96,2,0,6.2208
2024/9/24,Consumer,San Francisco,California,West,Furniture,Furnishings,18.28,2,0,6.2152
2024/9/24,Consumer,Denver,Colorado,West,Office Supplies,Art,43.176,3,0.2,4.3176
2023/4/6,Consumer,Denver,Colorado,West,Technology,Phones,1983.968,4,0.2,247.996
2023/10/5,Consumer,Omaha,Nebraska,Central,Furniture,Furnishings,28.4,2,0,11.076
2023/8/14,Consumer,Omaha,Nebraska,Central,Technology,Accessories,149.97,3,0,50.9898
2023/5/1,Consumer,Edmonds,Washington,West,Office Supplies,Art,11.52,4,0,3.2256
2023/5/1,Consumer,Edmonds,Washington,West,Furniture,Tables,1298.55,5,0,311.652
2023/5/1,Consumer,Edmonds,Washington,West,Office Supplies,Appliances,213.92,4,0,62.0368
2023/5/1,Consumer,Edmonds,Washington,West,Technology,Accessories,25.78,2,0,2.578
2023/5/1,Consumer,Santa Ana,California,West,Furniture,Furnishings,18.28,2,0,6.2152
2025/8/31,Consumer,Santa Ana,California,West,Technology,Accessories,1399.93,7,0,601.9699
2025/8/31,Corporate,Milwaukee,Wisconsin,Central,Office Supplies,Paper,51.84,8,0,24.8832
2025/8/31,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,5.344,1,0.2,1.8704
2025/8/31,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,41.472,8,0.2,14.5152
2025/2/6,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,3.168,3,0.7,-2.4288
2022/8/22,Consumer,Philadelphia,Pennsylvania,East,Furniture,Chairs,1228.465,5,0.3,0
2025/8/24,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Binders,31.086,3,0.7,-22.7964
2025/8/24,Consumer,Philadelphia,Pennsylvania,East,Office Supplies,Paper,335.52,4,0.2,117.432
2025/8/24,Consumer,Belleville,New Jersey,East,Technology,Accessories,239.97,3,0,71.991
2025/11/11,Consumer,Belleville,New Jersey,East,Office Supplies,Labels,9.82,2,0,4.8118
2025/11/11,Consumer,San Francisco,California,West,Technology,Accessories,67.8,4,0,4.068
2025/11/11,Consumer,San Francisco,California,West,Technology,Accessories,167.97,3,0,40.3128
2023/9/11,Consumer,Lakeville,Minnesota,Central,Office Supplies,Fasteners,35,7,0,16.8
2023/9/11,Consumer,Lakeville,Minnesota,Central,Office Supplies,Supplies,37.24,4,0,10.7996
2023/9/11,Consumer,Lakeville,Minnesota,Central,Office Supplies,Envelopes,15.28,2,0,7.4872
2023/9/11,Consumer,Florence,Kentucky,South,Furniture,Chairs,301.96,2,0,90.588
2023/9/11,Consumer,Florence,Kentucky,South,Office Supplies,Appliances,180.66,3,0,50.5848
2022/12/27,Consumer,Florence,Kentucky,South,Technology,Phones,191.98,2,0,51.8346
2025/12/4,Consumer,Florence,Kentucky,South,Technology,Phones,65.99,1,0,17.1574
2023/9/14,Corporate,Tampa,Florida,South,Office Supplies,Art,35.216,2,0.2,2.6412
2025/6/9,Corporate,Tampa,Florida,South,Office Supplies,Appliances,23.696,2,0.2,6.5164
2025/6/9,Corporate,Tampa,Florida,South,Technology,Machines,265.475,1,0.5,-111.4995
2025/2/3,Consumer,Tyler,Texas,Central,Office Supplies,Binders,51.184,4,0.8,-79.3352
2023/6/8,Home Office,Columbia,Tennessee,South,Office Supplies,Paper,9.664,2,0.2,3.2616
2025/10/22,Corporate,Fort Worth,Texas,Central,Technology,Phones,21.072,3,0.2,1.5804
2023/10/9,Corporate,New York City,New York,East,Office Supplies,Art,60.45,3,0,16.3215
2023/3/13,Corporate,New York City,New York,East,Office Supplies,Art,11.52,4,0,3.3408
2023/3/13,Corporate,New York City,New York,East,Furniture,Bookcases,186.048,4,0.2,9.3024
2023/3/13,Corporate,Los Angeles,California,West,Office Supplies,Binders,37.44,4,0.2,11.7
2023/3/13,Corporate,Los Angeles,California,West,Office Supplies,Binders,26.976,4,0.2,8.7672
2023/3/13,Corporate,Los Angeles,California,West,Office Supplies,Supplies,11.36,2,0,3.2944
2024/9/19,Corporate,Los Angeles,California,West,Office Supplies,Labels,14.62,2,0,6.8714
2022/5/10,Consumer,Louisville,Kentucky,South,Technology,Phones,83.72,7,0,23.4416
2024/11/26,Consumer,Louisville,Kentucky,South,Furniture,Chairs,287.94,3,0,77.7438
2024/11/26,Consumer,Lorain,Ohio,East,Furniture,Furnishings,48.896,4,0.2,8.5568
2025/10/28,Corporate,Linden,New Jersey,East,Technology,Accessories,115.36,7,0,49.6048
2025/6/3,Corporate,Salinas,California,West,Office Supplies,Art,5.16,2,0,1.3416
2025/8/31,Corporate,Salinas,California,West,Office Supplies,Paper,38.88,6,0,18.6624
2025/8/11,Consumer,Jackson,Mississippi,South,Office Supplies,Art,185.88,6,0,50.1876
2025/8/11,Consumer,New York City,New York,East,Furniture,Furnishings,44.46,2,0,14.6718
2025/8/11,Consumer,New York City,New York,East,Office Supplies,Storage,242.94,3,0,9.7176
2025/8/15,Consumer,New York City,New York,East,Office Supplies,Paper,39.96,2,0,18.7812
2025/8/15,Consumer,New York City,New York,East,Office Supplies,Supplies,102.3,10,0,26.598
2025/8/15,Consumer,New York City,New York,East,Office Supplies,Storage,21.36,2,0,5.7672
2025/8/15,Home Office,New Brunswick,New Jersey,East,Office Supplies,Paper,7.61,1,0,3.5767
2025/8/15,Home Office,New Brunswick,New Jersey,East,Office Supplies,Fasteners,7.16,2,0,3.58
2025/8/15,Consumer,San Francisco,California,West,Office Supplies,Supplies,7.36,2,0,0.1472
